"Proposed_Model","Skin_Task","Architecture_Type","Combines_Methods","Main_Objective","Feature_Extraction","Cancer_Type","Database_Used","Number_Images","Balanced_Dataset","Image_Preprocessing","Validation_Type","Transfer_Learning","Data_Augmentation","Compared_Baselines","Evaluation_Metrics","Best_Result","Compared_SOTA","Tested_Different_Datasets","Limitations","Document Title"
"Ensemble of DenseNet, Inception ResNetV2, VGG16, and MobileNet","Yes","Adaptation","Yes, ensemble approach combining multiple deep learning networks","Classification","Yes, using transfer learned pre-trained deep learning image networks","Malignant skin lesions","HAM10000 and ISIC datasets","Not informed","Not informed","Not informed","Testing against benchmark datasets (HAM1000 and ISIC)","Yes, using pre-trained ImageNet networks fine-tuned for skin lesion classification","Not informed","Yes, compared with several existing state-of-the-art skin cancer classification models","Accuracy (90%), Precision (0.895), Recall (0.89)","Proposed ensemble network shows significantly better results than existing models in terms of accuracy, precision, and recall","Yes","Yes, tested on HAM10000 and ISIC datasets","Not informed","Analyzing the Diagnostic Efficacy of Deep Vision Networks for Malignant Skin Lesion Recognition"
"Vision Transformers (ViT) models, specifically VIT-B16","Yes","Existing, with application to skin cancer classification","No","Classification","Yes, using Vision Transformer models","Benign vs. malignant skin cancer and HAM10000 dataset (various types of skin cancer)","Binary dataset (benign vs. malignant) and HAM10000 dataset","Not informed, but used the HAM10000 dataset which contains over 10,000 images","Not informed","Not informed","Comparison with CNNs and other models on accuracy metrics","Yes, using pre-trained Vision Transformer models (VIT-B16)","Not informed","Yes, compared with CNNs and other models","Accuracy exceeding 96% on the binary dataset and 94% on the HAM10000 dataset","VIT-B16 model achieved accuracy of over 96% on the binary dataset and 94% on the HAM10000 dataset","Yes, compared with state-of-the-art CNN models","Yes, tested on both a benign vs. malignant dataset and the HAM10000 dataset","Not informed","Vision Transformers (ViT) for Enhanced Skin Cancer Classification"
"Quantum Chebyshev Polynomials and Autoencoder with Long Short-Term Memory (LSTM)","Yes","New","Yes, using wavelet transformations, Quantum Chebyshev polynomials, Autoencoder, and LSTM","Classification","Yes, using Quantum Chebyshev polynomials and Autoencoder","Skin lesions (including skin cancer)","ISIC2017 and HAM10000 datasets","Not informed","Not informed","Yes, using wavelet transformations, pooling methods, and normalization","Experimental evaluation with five different optimizers (Adam, RMSprop, SGD, Adadelta, and Adagrad)","No","Not informed","Yes, compared with current state-of-the-art in skin lesion classification","Accuracy, precision, recall, F1-score, and specificity","99.58% accuracy on HAM10000 dataset and 98.87% accuracy on ISIC2017 dataset","Yes, surpasses current state-of-the-art in skin lesion classification","Yes, tested on ISIC2017 and HAM10000 datasets","Not informed","Classification of Skin Lesion With Features Extraction Using Quantum Chebyshev Polynomials and Autoencoder From Wavelet-Transformed Images"
"IOADA (differentiable automatic data augmentation framework)","Yes","New","No","Segmentation","Not informed","Various, including skin cancer (SKIN dataset)","SKIN, STS2D, LIVER, and two retinal image datasets","Not informed","Not informed","Automatic data augmentation using IOADA framework","Dice Similarity Coefficient (DSC) evaluation on multiple datasets","Yes, demonstrates successful transferability to other medical image segmentation tasks","Yes, proposes a differentiable automatic data augmentation framework based on Sinkhorn optimal transport and proximal updates","Not informed","Dice Similarity Coefficient (DSC)","DSC scores exceeded 90% on SKIN, STS2D, and LIVER datasets, with a 2.18% and 3.78% increase in DSC for retinal image segmentation","No","Yes, tested on multiple medical image datasets (SKIN, STS2D, LIVER, and two retinal image datasets)","Not informed","IOADA: An Optimal Automated Augmentation Algorithm for Medical Image Segmentation"
"Fast R-CNN","Yes","Existing","No","Detection","Yes, using convolutional neural network","Not specified (general skin diseases)","Not specified","Not informed","Not informed","Appropriate annotation techniques","Overall accuracy and loss calculation","Not informed","Not informed","No","Accuracy (90%) and Loss (0.3)","Detection of specified skin disease with an overall accuracy of 90% and a loss of 0.3","No","Not informed","Skin conditions vary widely in terms of symptoms and criticality, making it challenging for detection","A deep learning based approach for automated skin disease detection using Fast R-CNN"
"CNN model","Yes","Existing","No","Classification","Yes, using Convolutional neural networks","Melanoma and focal cell carcinoma","Historical data of clinical images (not specified)","Not informed","Not informed","Not informed","Simulation results","Not informed","Not informed","Yes, compared with other methods","Accuracy (>80%), false negativity rate (<10%), precision (>80%)","Proposed method has superiority towards the other compared methods","No","Not informed","Several factors have bad impacts on the detection accuracy","Skin cancer classification using Convolutional neural networks"
"Mobilenet architecture and Convolutional Neural Network (CNN) algorithm","Yes","Existing","No","Classification","Not informed","Melanoma skin cancer","Not specified (sample size of 10)","10","Not informed","Not informed","Independent Sample T-test","Not informed","Not informed","Yes, compared Mobilenet architecture with Convolutional Neural Network (CNN)","Accuracy percentage of melanoma cancer detection","Mobilenet architecture algorithm achieved 75% accuracy, outperforming CNN (60%)","No","No","Small sample size (10) and limited iterations (20)","An Innovative Analysis of predicting Melanoma Skin Cancer using MobileNet and Convolutional Neural Network Algorithm"
"Convolutional Neural Network (CNN) with transfer learning using VGG16 and ResNet","Yes","Existing","Yes, combining CNN with transfer learning","Classification","Yes, using Gray Level Co-occurrence Matrix (GLCM)","Melanoma","International Skin Imaging Collaboration (ISIC) dataset","Not informed","Not informed","Image error checking tools for heightening lesion field","Comparison of accuracy between CNN, VGG16, and ResNet models","Yes, using transfer learning to improve classification accuracy","Not informed","Yes, compared the performance of VGG16 and ResNet structures","Accuracy","ResNet model achieved an accuracy of 98.86%","No","No, only tested on ISIC dataset","Not informed","Skin Lesion Analysis for Classifying Melano"
"Feature Fusion of Thepade's TSBTC and Bernsen Thresholding","Yes","New","Yes, combining global and local features","Classification","Yes, using Thepade's TSBTC and Bernsen Thresholding","Melanoma skin cancer","1000 images (500 Benign and 500 Malignant)","1000","Yes","Not informed","Performance analysis using accuracy, sensitivity, and specificity metrics","No","Not informed","Yes, compared with Global or local feature formation","Accuracy, sensitivity, and specificity","Feature Fusion-based approach gives promising outcomes","No","No","Not informed","Machine Learning Based Melanoma Skin Cancer Identification Using Feature Fusion of Thepade's TSBTC and Bernsen Thresholding"
"Neural network with attention mechanism (based on Mask R-CNN) and transfer learning approach using VGG16, VGG19, ResNet50","Yes","Adaptation","Yes, combining channel attention mechanism with Mask R-CNN and transfer learning","Classification","Yes, using pre-trained models (VGG16, VGG19, ResNet50) and Black top-hat filtering for hair removal","Skin cancer (melanoma)","ISIC (International Skin Imaging Collaboration) dataset with 3200 dermoscopy skin images","3200","Not informed","Hair removal technique using Black top-hat filtering","Comparison of pre-trained models (VGG16, VGG19, ResNet50) on training and test accuracy","Yes, using transfer learning approach with pre-trained models","Not informed","Yes, compared with traditional Mask R-CNN and other pre-trained models (VGG16, VGG19)","Accuracy and loss comparison","ResNet50 achieved greater accuracy (97.42%) and lower loss (0.03)","No","No","Not informed","Skin Cancer Classification Using Deep Networks"
