"Proposed_Model","Skin_Task","Architecture_Type","Combines_Methods","Main_Objective","Feature_Extraction","Cancer_Type","Database_Used","Number_Images","Balanced_Dataset","Image_Preprocessing","Validation_Type","Transfer_Learning","Data_Augmentation","Compared_Baselines","Evaluation_Metrics","Best_Result","Compared_SOTA","Tested_Different_Datasets","Limitations","Document Title"
"Three different learning models","Yes","Adaptation","No","Classification","Not informed","Melanoma","ELM (Epi-Luminescence Microscopy) images","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Accuracy (above 90%)","Above 90% Accuracy","No","No","","Analysis and classification of melanocytic skin lesion images"
"U-net with binary cross entropy for segmentation and SVM for classification","Yes","Adaptation","No","Classification","Not informed","Various (Granular parakeratosis)","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Binary cross entropy and accuracy (for classification)","Not informed","No","No","Data collection","A Survey on Automated Skin Lesion Segmentation and Classification of Granular Parakeratosis"
"Convolutional Neural Network (CNN) and six transfer learning models","Yes","Adaptation","No","Classification","Yes","Various","HAM10000 dataset","Not informed","Not informed","Data preprocessing and data augmentation methods are used.","Not informed","Yes, Resnet-50, VGG-16, Densenet, Mobilenet, Inceptionv3, Xception","Rotation, crop, flip (not explicitly mentioned)","Yes","Precision, Recall, F1 score, Accuracy","90% accuracy for inceptionv3 model","No stacking models performed well.","Not informed","Some deep learning approaches can give false-positive results.","Multi-class Skin Cancer Classification Architecture Based on Deep Convolutional Neural Network"
"CIMDC-DI model","Yes","Adaptation","No","Classification","Yes","Melanoma","Not informed","Not informed","Not informed","Bilateral filtering with fuzzy k-means (FKM) clustering-based image segmentation","Simulation analysis","No","Not informed","Yes","Accuracy","97.50% Accuracy","Yes","No","None mentioned","Computational Intelligence-Based Melanoma Detection and Classification Using Dermoscopic Images"
"VGG-UNet","Yes","New","No","Segmentation","Yes","Various","ISIC 2016, ISIC 2017, and ISIC 2018","Not informed","Not informed","Yes (Dull-Razor algorithm for hair removal and CLAHE)","Not informed","Not informed","Not informed","No","Not informed","Satisfactory results compared to state-of-the-art","Yes","Yes (ISIC 2016, ISIC 2017, and ISIC 2018)","Not informed","Automated Skin Lesion Segmentation using VGG-UNet"
"Not informed","Yes","Adaptation","No","Classification","Yes","Melanoma","Not informed","Not informed","Not informed","No","Not informed","Not informed","Not informed","Yes","Accuracy, Sensitivity and Specificity","Not informed","No","No","Challenges in image screening, preprocessing of an image, segmentation of Region of Interest (ROI), feature extraction, feature selection and classification","Support System Based Computer-Aided Detection for Skin Cancer: A Review"
"Not informed","Yes","Adaptation","No","Classification","Yes","Melanoma","Not informed","Not informed","Not informed","No","Not informed","Not informed","Not informed","Yes","Classification performance metrics (not specified)","Not informed","No","No","Low contrast and high degree of similarity in visualisation","A comparative analysis of melanoma detection methods based on computer aided diagnose system"
"Multi-Scale Attention U-Net (MSAU-Net)","Yes","Adaptation","No","Segmentation","Not informed","Various","ISIC 2017, ISIC 2018, PH2 datasets","53","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Not informed","Not informed","Yes","No","","Multiscale Attention U-Net for Skin Lesion Segmentation"
"Coupling CNN and Transformer Features","Yes","Adaptation","No","Segmentation","Yes","Various","ISIC 2018, ISIC 2017, PH2","Not informed","Not informed","Not informed","Dice score","No","Not informed","Yes","Dice Score, Accuracy (implied)","0.940 Dice Score on PH2 dataset","Yes","No","Not informed","Semi-Supervised Skin Lesion Segmentation With Coupling CNN and Transformer Features"
"DenseNet201","Yes","Adaptation","No","Classification","Yes","Various (7 species of moles)","HAM10000 database","Not informed","Not informed","Data augmentation methods used","Not informed","Yes (5 state-of-the-art CNNs)","Used to boost results","No","Classification accuracies and F-measures","High classification accuracy achieved with few false negatives","Yes (compared with human specialists)","No","Not informed","Skin Cancer Prediction using Machine Learning and Neural Networks"
"Mean-Shift Algorithm with Deep Forest Classifier","Yes","Adaptation","No","Classification","Yes","Various (Melanoma and non-melanoma)","ISIC-2019, HAM10000 datasets","Not informed","Not informed","Yes (DullRazor tool for hair removal)","Not informed","Not informed","Not informed","No","Performance compared to existing deep learning techniques (not specified metrics)","Better performance than existing deep learning techniques (no specific value mentioned)","Yes","Yes (ISIC-2019 and HAM10000 datasets)","Impediment due to artifacts in dermoscopic images","A Prediction of Skin Cancer using Mean-Shift Algorithm with Deep Forest Classifier"
"Siamese Neural Networks (SNNs)","Yes","New","No","Classification and New Class Detection","Not informed","Various","Clinical and Dermoscopic Image Datasets","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Top-1 classification accuracy levels (74.33% and 85.61%)","85.61%","No","Yes","Not informed","Siamese Neural Networks for Skin Cancer Classification and New Class Detection using Clinical and Dermoscopic Image Datasets"
"Compact Deep Ensemble","Yes","Adaptation","No","Classification","Not informed","Various","ISIC2020 test set","Not informed","Not informed","Data augmentation pipeline","Official ISIC2020 test set","Not informed","Yes, data augmentation pipeline","No","AUC score (0.9477)","0.9477 AUC score","Not informed","Yes, ISIC2020 test set and ECVL/EDDL libraries","Not informed","A Compact Deep Ensemble for High Quality Skin Lesion Classification"
"EfficientNet-B6","Yes","New","No","Classification","Not informed","Melanoma","ISIC2020","Not informed","No","Yes (Data augmentation)","Class weight technique and random over-sampling","Not informed","Rotation, crop, flip","Yes","Accuracy ratio","97.84%","No (only compared with other models)","Not informed","Dataset is significantly unbalanced","Efficient Classification Model for Melanoma Based on Convolutional Neural Networks"
"DeepSkinNet model","Yes","New","No","Classification","Not informed","Various","HAM10000 dataset","14 images","Yes","Not informed","Confusion matrix and quantitative measures (accuracy, precision, recall)","No","Not informed","AlexNet, VGG-16, InceptionV3 models","Accuracy, Precision, Recall, F1-score","97.354% Accuracy and 98% Precision","Yes","No","Not informed","DeepSkinNet: A Deep Learning Model for Skin Cancer Detection"
"CNN with SGD optimizer","Yes","Adaptation","No","Classification","Not informed","Melanoma","Not informed","Not informed","Not informed","Data augmentation methods","Not informed","Yes (VGG19, ResNet50, InceptionV3)","Rotation, crop, flip","No","Accuracy","Highest accuracy with CNN and SGD optimizer","Not informed","Yes (existing image dataset)","None mentioned","Deep learning-based models combined with different optimization methods for the automatic diagnosis of melanoma skin cancer"
"Deep Neural Network","Yes","New","No","Classification","Not informed","Various","ISIC2018 Challenge dataset","1","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not informed","Not informed","No","No","","Skin Cancer Recognition for Low Resolution Images"
"Radial Basis Function Network","Yes","New","No","Classification","Yes","Melanoma","Not informed","Not informed","Not informed","Median filter, noise removal and articulated objects","Not informed","Not informed","Not informed","No","Not informed","Not informed","No","No","Not informed","Computer-Aided Diagnosis Mechanism for Melanoma Skin Cancer Detection Using Radial Basis Function Network"
"IMLT-DL model","Yes","Adaptation","No","Classification","Yes","Various","ISIC dataset","Not informed","Not informed","Top hat filtering and inpainting technique","Not informed","Inception v3 based feature extractor","Not informed","Yes","Accuracy, other measures not specified","0.992 Accuracy","Yes","No","Not informed","Deep learning-based skin lesion diagnosis model using dermoscopic images"
"Not informed","Yes","Adaptation","No","Classification","Yes","Various","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Not informed","No","Not informed","Not informed","No","No","The high mortality rate, and the high cost of medical treatment","A Comprehensive Review on Skin Cancer Detection Strategies using Deep Neural Networks"
"U-shaped Network","Yes","New","No","Segmentation","Yes","Various","ISIC 2016, ISIC 2017, and ISIC 2018","Not informed","Not informed","Not informed","Not informed","Yes (pre-trained AlexNet on ImageNet)","Not informed","Yes (compared with U-Net and other deep learning segmentation networks)","Sensitivity, specificity, Jaccard similarity index, and dice similarity","AlxUnet outperformed U-Net and produced acceptable results compared to the other networks.","Yes (compared with state-of-the-art methods)","No","Not informed","Skin Lesion Segmentation Based on U-shaped Network"
"Fusion of Shallow and Deep Features","Yes","Adaptation","Yes","Classification","Yes","Melanoma","ISIC2018 challenge dataset HAM10000","Not informed","No","Yes","Parameter tuning of machine learning classifiers","Yes (MobileNetV3)","Not informed","Yes","Accuracy and F1-score","81% Accuracy with an f1-score of 68%","No","No","Imbalanced data distribution","Fusion of Shallow and Deep Features for Classifying Skin Lesions"
"U-Net with Atrous Spatial Pyramid Pooling","Yes","New","No","Segmentation","Not informed","Various","ISIC Challenge datasets (2017)","9","Not informed","Not informed","Jaccard Index and accuracy of the training","Not informed","Not informed","Yes","Jaccard Index score (0.7572) and Accuracy (90.74%)","0.7572 Jaccard Index score and 90.74% accuracy","Not informed","No","Not informed","U-Net with Atrous Spatial Pyramid Pooling for Skin Lesion Segmentation"
